イベント名,公式ハッシュタグ,参加詳細/リクイン先,参加方法,定期開催時刻 (開始),定期開催時刻 (終了),開催日時スタート,開催日時エンド,引用元ツイート全文,tweet_id_source
不明,,IL/インスタンス,リクイン,22:30,,2024-03-18 22:30:00,,"おはよ～
火曜日、なんか寒い〜
今日働いたらまた休み、がんばらない！
さて今夜は

22:30
DoNow
ILにリクイン2回

23:00
サキュバス酒場
ILにJoin

※行きたいと思ったら事前に必ず運営のX ポストを確認するんだよ！
上の情報を信じちゃいけないよ！
間違えてることあるからね！！",1.7698432e+18
不明,,IL/インスタンス,Join・抽選/予約等,23:00,,2024-03-18 23:00:00,,"おはよ～
火曜日、なんか寒い〜
今日働いたらまた休み、がんばらない！
さて今夜は

22:30
DoNow
ILにリクイン2回

23:00
サキュバス酒場
ILにJoin

※行きたいと思ったら事前に必ず運営のX ポストを確認するんだよ！
上の情報を信じちゃいけないよ！
間違えてることあるからね！！",1.7698432e+18
おんらいんっ！,,,リクイン,20:55,,2024-03-17 20:55:00,,"おはよ～
月曜日、病院いくつか回るのでお休みで〜す！
今夜は、

20:55
電脳メイドカフェ「おんらいんっ！」
電脳メイド おんらいんっにリクイン

21:00
Wonder Teaparty
グループにJoin

22:00
VR海の家「常夏」
店員にJoin

22:00
LapDance CLUB -Spirit Motion-1部 プチコンセプト回",1.76950233e+18
常夏,,,Join,22:00,,2024-03-17 22:00:00,,"おはよ～
月曜日、病院いくつか回るのでお休みで〜す！
今夜は、

20:55
電脳メイドカフェ「おんらいんっ！」
電脳メイド おんらいんっにリクイン

21:00
Wonder Teaparty
グループにJoin

22:00
VR海の家「常夏」
店員にJoin

22:00
LapDance CLUB -Spirit Motion-1部 プチコンセプト回",1.76950233e+18
えくちゅーれ,,IL/インスタンス,Join,21:00,,2024-03-17 21:00:00,,"おはよ～
日曜日、よふかししたのでいっぱい寝ました～
今日は風強そ～
今夜は、

21:00
萌え声めいどかふぇ「えくちゅーれ」(みゃのんさんラスト)
ILにJoin

21:00
VRCメンズコンカフェ「夜桜」
RiN（りん）に",1.76919642e+18
夜桜,,,,21:00,,2024-03-17 21:00:00,,"おはよ～
日曜日、よふかししたのでいっぱい寝ました～
今日は風強そ～
今夜は、

21:00
萌え声めいどかふぇ「えくちゅーれ」(みゃのんさんラスト)
ILにJoin

21:00
VRCメンズコンカフェ「夜桜」
RiN（りん）に",1.76919642e+18
不明,,IL/インスタンス,Join,22:00,,2024-03-06 22:00:00,,"おはよ～
木曜日、2度寝しちゃってあわやという時間でした。
今夜は

21:00
Ravissa
20:50 Yuri -ゆり-にリクイン

21:55
STARDUST
DIENA-でぃえなにリクイン1回

22:00
フレンチメイドカフェ ふる〜る
ILにJoin

22:00
VRバニーのお店“月兎”第1部
当日発表の店員にJoin

22:10
STARLOSER(ダンスDay！)",1.76550724e+18
不明,,当日発表,Join,22:00,,2024-03-06 22:00:00,,"おはよ～
木曜日、2度寝しちゃってあわやという時間でした。
今夜は

21:00
Ravissa
20:50 Yuri -ゆり-にリクイン

21:55
STARDUST
DIENA-でぃえなにリクイン1回

22:00
フレンチメイドカフェ ふる〜る
ILにJoin

22:00
VRバニーのお店“月兎”第1部
当日発表の店員にJoin

22:10
STARLOSER(ダンスDay！)",1.76550724e+18
不明,,ayame,Join,22:00,,2024-03-05 22:00:00,,"おはよ～
水曜日、雨ですね〜、寒いですね〜暖かい格好しようね。
今夜は

22:00
mistress bar トワイライト
綾女 ayameにJoin

22:00
めすがきっさロぅリぃ
ILにJoin

22:00
Bar-Manhattan-
ILに",1.765149053e+18
不明,,IL/インスタンス,Join,22:00,,2024-03-05 22:00:00,,"おはよ～
水曜日、雨ですね〜、寒いですね〜暖かい格好しようね。
今夜は

22:00
mistress bar トワイライト
綾女 ayameにJoin

22:00
めすがきっさロぅリぃ
ILにJoin

22:00
Bar-Manhattan-
ILに",1.765149053e+18
不明,,IL/インスタンス,,22:00,,2024-03-05 22:00:00,,"おはよ～
水曜日、雨ですね〜、寒いですね〜暖かい格好しようね。
今夜は

22:00
mistress bar トワイライト
綾女 ayameにJoin

22:00
めすがきっさロぅリぃ
ILにJoin

22:00
Bar-Manhattan-
ILに",1.765149053e+18
不明,,yagupi,リクイン,21:30,,2024-03-04 21:30:00,,"おはよ～
火曜日、
今夜は

21:30
地雷系喫茶らんどまいん
yagupiにリクイン

22:30
DoNow
ILに",1.764762976e+18
不明,,IL/インスタンス,,22:30,,2024-03-04 22:30:00,,"おはよ～
火曜日、
今夜は

21:30
地雷系喫茶らんどまいん
yagupiにリクイン

22:30
DoNow
ILに",1.764762976e+18
常夏,,,Join,22:00,,2024-03-03 22:00:00,,"おはよ～
月曜日、早めに寝ましたが眠いですね。
寒いしね〜
今夜は

21:00
Wonder Teaparty
グループにJoin

22:00
VR海の家「常夏」
店員にJoin

22:00
LapDance CLUB -Spirit Motion-1部
Selah'に",1.764402457e+18
湯遊み処ラ・ファミリア,,,Group Join・Join,10:00,,2024-03-03 10:00:00,,"おはよ～
日曜日、今週も午前中は温泉イベントです。
そして、午後は改変だ～
今日は、

10:00
混浴温泉Barイベント「湯遊み処ラ・ファミリア」
グループにJoin

21:00
萌え声めいどかふぇ えくちゅーれ
第1インスタンス(eninofiにフレンド申請、join)

22:00
B.N.Pandemonium
各ILに",1.764097099e+18
不明,,フレンド申請,Join・フレンド申請,21:00,,2024-03-03 21:00:00,,"おはよ～
日曜日、今週も午前中は温泉イベントです。
そして、午後は改変だ～
今日は、

10:00
混浴温泉Barイベント「湯遊み処ラ・ファミリア」
グループにJoin

21:00
萌え声めいどかふぇ えくちゅーれ
第1インスタンス(eninofiにフレンド申請、join)

22:00
B.N.Pandemonium
各ILに",1.764097099e+18
不明,,IL/インスタンス,,22:00,,2024-03-03 22:00:00,,"おはよ～
日曜日、今週も午前中は温泉イベントです。
そして、午後は改変だ～
今日は、

10:00
混浴温泉Barイベント「湯遊み処ラ・ファミリア」
グループにJoin

21:00
萌え声めいどかふぇ えくちゅーれ
第1インスタンス(eninofiにフレンド申請、join)

22:00
B.N.Pandemonium
各ILに",1.764097099e+18
不明,,azura,リクイン,22:30,,2024-02-19 22:30:00,,"おはよ～
火曜日、今日も暖かそう。
今晩は

21:30
地雷系喫茶らんどまいん
""yagupi""にリクイン

22:30
DoNow
sara azuraへリクイン2回

23:00
サキュバス酒場！
各ILにJoin

どれに行く？
※行きたいと思ったら事前に必ず運営のX ポストを確認するんだよ！
上の情報を信じちゃいけないよ！",1.759695912e+18
不明,,IL/インスタンス,Join・抽選/予約等,23:00,,2024-02-19 23:00:00,,"おはよ～
火曜日、今日も暖かそう。
今晩は

21:30
地雷系喫茶らんどまいん
""yagupi""にリクイン

22:30
DoNow
sara azuraへリクイン2回

23:00
サキュバス酒場！
各ILにJoin

どれに行く？
※行きたいと思ったら事前に必ず運営のX ポストを確認するんだよ！
上の情報を信じちゃいけないよ！",1.759695912e+18
不明,,rumaru_Lunareal,リクイン,21:00,,2024-02-15 21:00:00,,"おはよ～
金曜日、2日連続1時過ぎくらいに寝たらちょっとは楽になったかな。
今日働けば週末に突入！
がんばらないで過ごすぞ！
さて、今晩は

21:00
LUNA REAL -virtual cabaret club-1部
rumaru_Lunarealへリクイン",1.758241889e+18
不明,,IL/インスタンス,Join,22:00,,2024-02-14 22:00:00,,"おはよ～
木曜日、若干早く寝たけど眠いですね。
あと2日働けば休みだね。
今日は

22:00
異世界系ロールプレイBAR「KissKill」
21:50リクイン開始

22:00
フレンチメイドカフェ ふる〜る
ILにJoin

22:00
酒飲み雑談Bar Callme

23:00
神酩の宴
sara azuraに",1.757912354e+18
不明,,azura,,23:00,,2024-02-14 23:00:00,,"おはよ～
木曜日、若干早く寝たけど眠いですね。
あと2日働けば休みだね。
今日は

22:00
異世界系ロールプレイBAR「KissKill」
21:50リクイン開始

22:00
フレンチメイドカフェ ふる〜る
ILにJoin

22:00
酒飲み雑談Bar Callme

23:00
神酩の宴
sara azuraに",1.757912354e+18
夜桜,,RiN,リクイン,21:00,,2024-02-12 21:00:00,,"おはよ～
火曜日、今週は4日働けば休みが来るね〜
今日は

21:00
VRCメンズコンカフェ「夜桜」
RiNにリクイン2回

22:00
魔法学院カフェ『Astromensia』
21:55リクイン2回

22:00",1.757152558e+18
湯遊み処ラ・ファミリア,,,Group Join・Join,10:00,,2024-02-11 10:00:00,,"おはよ～
日曜日、これから温泉イベントでのんびりしてくる。
今日は、

10:00
混浴温泉Barイベント「湯遊み処ラ・ファミリア」
グループにJoin

22:00
Nice Butt Bunnys
Don(蛙問屋)へリクイン",1.756480759e+18
VRCホストイベント,,kiyoka,リクイン,21:50,,2024-02-10 21:50:00,,"おはよ～
土曜日、6時寝なので眠い〜
昼寝するけどUnity頑張りたい！
今日は
21:00 SilentClub
メンバーにJoin

21:50
Dear Birth【VRCホストイベント】
きよかkiyokaにリクイン",1.756144366e+18
不明,,IL/インスタンス,,22:00,,2024-02-06 22:00:00,,"おはよ～
水曜日、う〜ん、2時間しか寝てない。
眠すぎる。
仕事休みたい。
さて、今日は
21:50
STARDUST
DIENA-でぃえなにリクイン

22:00
-VRCBar-【Manhattan】プレオープン
ILに",1.754985995e+18
不明,,azura,,22:30,,2024-02-05 22:30:00,,"おはよ～
火曜日、寒いね〜、眠いね〜。
電車動いてるので出勤しなきゃだよ〜
嫌すぎる〜

さて今日は、
21:30
地雷系喫茶らんどまいん
""yagupi""にリクイン

22:30
DoNow
sara azuraへ",1.754620625e+18
Wonder Tea party,,,Group Join・Join,21:00,,2024-02-04 21:00:00,,"おはよ～
月曜日、首都圏は雪降るのだろうか？
交通が乱れそう。

今日は
21:00
Wonder Tea Party
「Wonder Tea party」のグループにJoin

22:00
VR海の家「常夏」
店員にJoin

22:50
みどり祭
ILに",1.7542591e+18
常夏,,,Join,22:00,,2024-02-04 22:00:00,,"おはよ～
月曜日、首都圏は雪降るのだろうか？
交通が乱れそう。

今日は
21:00
Wonder Tea Party
「Wonder Tea party」のグループにJoin

22:00
VR海の家「常夏」
店員にJoin

22:50
みどり祭
ILに",1.7542591e+18
不明,,IL/インスタンス,,22:50,,2024-02-04 22:50:00,,"おはよ～
月曜日、首都圏は雪降るのだろうか？
交通が乱れそう。

今日は
21:00
Wonder Tea Party
「Wonder Tea party」のグループにJoin

22:00
VR海の家「常夏」
店員にJoin

22:50
みどり祭
ILに",1.7542591e+18
湯遊み処ラ・ファミリア,,,Group Join・Join,10:00,,2024-02-04 10:00:00,,"おはよ～
日曜日、雨ですね～
関東民だけど明日雪って本当？

今日は
10:00
混浴温泉Barイベント「湯遊み処ラ・ファミリア」
グループにJoin

21:00
萌え声めいどかふぇ えくちゅーれ
当日発表のILにJoin

22:00
B.N.Pandemonium
やまのきくらげに",1.753942457e+18
不明,,IL/インスタンス | 当日発表,Join,21:00,,2024-02-04 21:00:00,,"おはよ～
日曜日、雨ですね～
関東民だけど明日雪って本当？

今日は
10:00
混浴温泉Barイベント「湯遊み処ラ・ファミリア」
グループにJoin

21:00
萌え声めいどかふぇ えくちゅーれ
当日発表のILにJoin

22:00
B.N.Pandemonium
やまのきくらげに",1.753942457e+18
こも,,,Group Join・Join,21:00,,2024-01-08 21:00:00,,"自分メモ

※個人的なメモ書きです。
正確でない場合もあります。
自身が行きたいイベントがあった場合、必ず公式の発表を確認してください。

21:00
ワンダーティーパーティー
グループプラスもしくはきな「こも」ち、紗英にJoin

22:00
RiririOnStage
Selah’に",1.744182589e+18
不明,,TabeSugi,リクイン,19:00,,2024-01-07 19:00:00,,"自分メモ：
2023/01/07

19:00
懐久あまね討伐祭
TabeSugiにリクイン

20:55
おんらいんっ！
電脳メイド おんらいんっ！にリクイン
新年初回の営業は「Poor制限撤廃」を試験的に

21:00
占泉共鏡
Uni Astrologyに",1.743837147e+18
Poor制限撤廃,,,リクイン・初回限定,20:55,,2024-01-07 20:55:00,,"自分メモ：
2023/01/07

19:00
懐久あまね討伐祭
TabeSugiにリクイン

20:55
おんらいんっ！
電脳メイド おんらいんっ！にリクイン
新年初回の営業は「Poor制限撤廃」を試験的に

21:00
占泉共鏡
Uni Astrologyに",1.743837147e+18
不明,,Astrology,,21:00,,2024-01-07 21:00:00,,"自分メモ：
2023/01/07

19:00
懐久あまね討伐祭
TabeSugiにリクイン

20:55
おんらいんっ！
電脳メイド おんらいんっ！にリクイン
新年初回の営業は「Poor制限撤廃」を試験的に

21:00
占泉共鏡
Uni Astrologyに",1.743837147e+18
不明,,抽選/予約等,抽選/予約等,22:00,,2023-12-11 22:00:00,,"あからっくまさん、おはよ〜
え、そうなんですね。
CSBカレンダーには逢曲時生配信だけしか書いてなかった〜
盲点です。
確かに昨日ちゅべさんがそのような内容をポストしてますね。
22:00にすでに予約通ったイベントがあるので23:00リクイン難しそうですね。
うまく時間合えば嬉しいけど。",1.734007134e+18
九尾の傍観者の集い,#9b3d #九尾の傍観者,,Group Join・Join,21:00,22:00,2025-04-05 21:00:00,2025-04-05 22:00:00,"【VRChatイベント告知】九尾の傍観者 1周年記念集会を開催します！

日時：4月19日 (土) 21:00 ~ 22:00

参加方法：「九尾の傍観者の集い」のグループに参加 & グループインスタンスからJOINして下さい (グループリンクはリプ参照)

ぜひ1周年記念をみんなでお祝いしましょう！
#九尾の傍観者 #9b3d",1.908513515e+18
不明,,wing4,リクイン,22:50,,2025-03-30 22:50:00,,"グランドオープン

ゲストキャストWelciaさん 
@Welcia_VRC
 が来ていただいてます

⋆.⋆ ˚｡⋆୨୧⋆ ˚｡⋆.⋆
4/3 (木) 22:50 受付開始
wing4 へReqIn 2回

イベント時間：80+分
参加条件をよくご確認ください
— — — ˗ˋ ୨୧ ˊ˗ — — — 

無我夢中の一晩をお楽しみくださいませ",1.906481566e+18
遠足のおやつは300円まで,#VRChat,フレンド申請,Join・フレンド申請,15:00,16:00,2025-04-06 15:00:00,2025-04-06 16:00:00,"VRC300円遠足会

日時：4月12日(土)15:00～16:00
参加方法：『ひととせハル』へフレンド申請&amp;Join
Quest対応

「遠足のおやつは300円まで」という条件でおやつを買ってきて、みんなでまったりお散歩しながら食べるイベントです！
詳細は画像を見てね

#VRChat",1.908814e+18
不明,,抽選/予約等,抽選/予約等,23:45,,2025-04-16 23:45:00,,"〖Club Leglus 事前抽選開始のお知らせ〗  

◸開催日時◿ 
4/24 (木)
一部 22:30〜 
二部 23:45〜  

◸事前抽選参加方法◿ 
下記応募フォームよりご応募しご参加ください。
https://x.gd/BjQ7a",1.912415673e+18
#写真撮る人撮られる人集会,#写真撮る人撮られる人集会 #VRChat記憶部,IL/インスタンス,Group Join・Join,21:00,,2025-04-06 21:00:00,,"【次回 定期会のお知らせ】
開催日時：2025年4月10日(木) 21:00～
参加条件：写真が好きな方なら誰でもOK
VRChatにて、「#VRChat記憶部」のグループへ入りインスタンスへJOINしてください
被写体やりたい方や、写真をこれから始める方も大歓迎！
(※ツリー詳細に続く)
#写真撮る人撮られる人集会",1.908829948e+18
題名のないお茶会,#あ茶会,,Group Join・Join,14:30,16:00,2025-04-09 14:30:00,2025-04-09 16:00:00,"現実と想像の間に広がる空間で、音楽と繋がる時間。
#あ茶会

※ OP後、いつもより１つ多い３インスタンスに分かれての開催になります。

第218回 題名のないお茶会
【日時】4月13日(日) 14:30〜16:00
【場所】Agog House by Agog Admin
【参加方法】Group+「題名のないお茶会」にjoin",1.909937025e+18
船(パート2),#幻会興業,,Group+ Join・Join,22:00,23:30,2025-04-15 22:00:00,2025-04-15 23:30:00,"【お知らせ】
4/19(土)のワールド巡り（※PC Only）は、22:00~23:30を予定しております。

今回のテーマは『船(パート2)』です。 

参加方法は下記URLより、イベント参加者用Groupに+join Groupをお願いいたします。
http://x.gd/li2lC

みなさまのご参加をお待ちしております。
#幻会興業",1.912157328e+18
不明,,wing4 | 抽選/予約等,リクイン・抽選/予約等,22:45,,2025-04-06 22:45:00,,"⋆.⋆ ˚｡⋆୨୧⋆ ˚｡⋆.⋆
第2回開催

リクイン受付
4/10(木) 22:45
wing4 へReqIn ""'1'""回

イベント時間 80+分
— — — ˗ˋ ୨୧ ˊ˗ — — —

事前抽選フォーム↓",1.909018284e+18
#FlavorLab_VRC,#FlavorLab_VRC,,,01:01,,2025-04-05 01:01:00,,"【VRC イベント】いろんな味と個性を持ったアイスさん達と1:1で会話するアイス屋RPイベント『Flavor Lab+』#FlavorLab_VRC
第03回営業日：2025年04月09日(水) 22:50 ~ 24:30  
締め切り：2025年04月07日(月) 18時

⇩完全抽選制 下記リンクより応募お待ちしております。",1.908488164e+18
#FlavorLab_VRC,#FlavorLab_VRC,抽選/予約等,抽選/予約等,18:00,,2025-04-05 18:00:00,,"【VRC イベント】いろんな味と個性を持ったアイスさん達と1:1で会話するアイス屋RPイベント『Flavor Lab+』#FlavorLab_VRC
第03回営業日：2025年04月09日(水) 22:50 ~ 24:30  
締め切り：2025年04月07日(月) 18時

⇩完全抽選制 下記リンクより応募お待ちしております。",1.908488164e+18
#アバター改変なんもわからん集会,#アバター改変なんもわからん集会,,,22:15,,2024-10-08 22:15:00,,"第22回「アバター改変なんもわからん集会」 
日時：10月16日(水) 22:15開催 (22:00開場) 
※観戦インスタンスも用意します 
講師：bd_さん 
内容：Modular Avatar 1.10 新機能デモンストレーション
想定技術Lv：衣装導入したことがある 
参加方法：VRCグループへjoin 
#アバター改変なんもわからん集会",1.843758265e+18
#アバター改変なんもわからん集会,#アバター改変なんもわからん集会,,Group Join・Join,22:00,,2024-10-08 22:00:00,,"第22回「アバター改変なんもわからん集会」 
日時：10月16日(水) 22:15開催 (22:00開場) 
※観戦インスタンスも用意します 
講師：bd_さん 
内容：Modular Avatar 1.10 新機能デモンストレーション
想定技術Lv：衣装導入したことがある 
参加方法：VRCグループへjoin 
#アバター改変なんもわからん集会",1.843758265e+18
日曜夜の持ち寄り朗読会,#VRChat #持ち寄り朗読会,,,22:00,,2025-04-13 22:00:00,,告知：本日 4/13（日）の22:00から、第334回「日曜夜の持ち寄り朗読会」を開催します。開場は21:40頃になります。読む側での参加が出来る朗読会です。事前の申請などは必要ないので読みたい文章を用意して当日お越しください。聞き手の方も大歓迎。Questからの参加もOK。 #VRChat #持ち寄り朗読会,1.911215554e+18
#持ち寄り朗読会,#VRChat #持ち寄り朗読会,,抽選/予約等,21:40,,2025-04-13 21:40:00,,告知：本日 4/13（日）の22:00から、第334回「日曜夜の持ち寄り朗読会」を開催します。開場は21:40頃になります。読む側での参加が出来る朗読会です。事前の申請などは必要ないので読みたい文章を用意して当日お越しください。聞き手の方も大歓迎。Questからの参加もOK。 #VRChat #持ち寄り朗読会,1.911215554e+18
#撫でいら,#撫でいら #癒しなで,,,22:15,,2025-04-06 22:15:00,,"『イベント告知』
 #撫でいら (
@Medolize_vrc
) × #癒しなで コラボ開催日のお知らせです。
𝓰𝓾𝓮𝓼𝓽 𝓶𝓮𝓶𝓫𝓮𝓻としてご参加いただいております。
撫でいらキャスト様の普段とは違うお姿をお楽しみください――。
開催日は4月12日（土）PM22：15～PM23：15
グループ検索用（NADE.9902)",1.909003432e+18
#撫でいら,#撫でいら #癒しなで,,Group Join,23:15,,2025-04-06 23:15:00,,"『イベント告知』
 #撫でいら (
@Medolize_vrc
) × #癒しなで コラボ開催日のお知らせです。
𝓰𝓾𝓮𝓼𝓽 𝓶𝓮𝓶𝓫𝓮𝓻としてご参加いただいております。
撫でいらキャスト様の普段とは違うお姿をお楽しみください――。
開催日は4月12日（土）PM22：15～PM23：15
グループ検索用（NADE.9902)",1.909003432e+18
#アバター改変なんもわからん集会,#アバター改変なんもわからん集会,,,22:15,,2024-09-11 22:15:00,,"第20回「アバター改変なんもわからん集会」 
日時：9月18日(水) 22:15開催 (22:00開場) 
※観戦インスタンスも用意
講師：たしゅさん
内容：Vroidのリボンを改変して揺れるようにする
想定技術Lv：blenderをちょっと触ったことがある程度
参加方法：VRCグループへjoin
#アバター改変なんもわからん集会",1.833702002e+18
#アバター改変なんもわからん集会,#アバター改変なんもわからん集会,,Group Join・Join,22:00,,2024-09-11 22:00:00,,"第20回「アバター改変なんもわからん集会」 
日時：9月18日(水) 22:15開催 (22:00開場) 
※観戦インスタンスも用意
講師：たしゅさん
内容：Vroidのリボンを改変して揺れるようにする
想定技術Lv：blenderをちょっと触ったことがある程度
参加方法：VRCグループへjoin
#アバター改変なんもわからん集会",1.833702002e+18
#アバター改変なんもわからん集会,#アバター改変なんもわからん集会,,Group Join・Join,22:00,,2025-01-19 22:00:00,,"第28回「アバター改変なんもわからん集会」 
日時：1月22日(水) 22:00開場 
内容：改変なんでも質問会 
想定技術Lv：なんもわからん 
参加方法：VRCグループへjoin 
※講師はいますが講演は行いません 
※スタッフが2つのインスタンスで参加者をサポートします
#アバター改変なんもわからん集会",1.881114608e+18
#VRC怪談集会赤い部屋,#VRC怪談集会赤い部屋,akaiheya | フレンド申請,Join・フレンド申請,22:00,,2025-04-07 22:00:00,,"VRC怪談集会 赤い部屋 第76回
◎開催日時：4/7(月) 22:00
◎参加方法：akaiheya にJOIN
※フレンド申請してください

怪談集会を開催します。

聞き専歓迎、話者大歓迎。
怖い話や不思議な話を内容問わず持ち寄りましょう。

#VRC怪談集会赤い部屋",1.909086229e+18
#VRC_Confession,#VRC_Confession,hotabi | フレンド申請,Join・フレンド申請・抽選/予約等,23:00,,2025-03-02 23:00:00,,"今宵23時、懺悔室＆Bar「Confession」の扉が開きます
迷える子羊様のお越しをお待ちしています
【参加方法Join形式】 
▼Join先（事前にフレンド申請）
第1インスタンス：hotabi
※お客様の数が定員に達し次第Joinを締め切るのでご注意ください
#VRC_Confession",1.896116219e+18
#VRChat,#VRQKENJA #VRChat #VRC #TVラビィ,,,09:00,,2025-04-16 09:00:00,,"本日よる9時~プレッシャー賢者!STUDYオープンベータテスト[賢者クイズサークル]にて開催。詳細はイベントカレンダーなどで…。
#VRChat #VRC #VRQKENJA #TVラビィ
収録の調整を行っていきます。",1.912424494e+18
#VRC群馬県民集会,#VRC群馬県民集会 #VRChat,Group,Group Join・Join,22:00,,2024-12-29 22:00:00,,"告知遅くなりごめんなさい！！！
今年も残りわずかですが、今月もやります！群馬県民集会！
明日12/30 月曜日の22時からです！
皆様のお越しをお待ちしております！！
Group+での開催となりますので、下記のGroupへjoinをお願いします！

#VRChat #VRC群馬県民集会",1.873327641e+18
#RavissaVRC,#RavissaVRC,フレンド申請,フレンド申請・リクイン・抽選/予約等,20:55,,2025-04-16 20:55:00,,"【イベント告知】
   ୨୧┈┈୨୧
    4/17（木）
  21:00～22:30
20:55 ReqIn開始
    ୨୧┈┈୨୧
※リクインは5分前となります

画像をご確認頂き事前フレンド申請をしてRequest Inviteをお送り下さい。
リクイン先、インスタンス情報はリプ欄にて。 
#RavissaVRC",1.912445874e+18
#VRC夢枕,#VRC夢枕,抽選/予約等,抽選/予約等,20:55,22:00,2025-04-16 20:55:00,2025-04-16 22:00:00,"━…━…━…━…━…━…━
膝枕イベント -夢枕-
04/20(日)20:55-22:00
━…━…━…━…━…━…━
事前応募を受付中！

応募期限04/19(土)18:00
当選者発表04/19(土)21:00
#VRC夢枕
https://forms.gle/urxEXTgDJkt8ePaP9…",1.912452161e+18
#VRC夢枕,#VRC夢枕,,,18:00,,2025-04-16 18:00:00,,"━…━…━…━…━…━…━
膝枕イベント -夢枕-
04/20(日)20:55-22:00
━…━…━…━…━…━…━
事前応募を受付中！

応募期限04/19(土)18:00
当選者発表04/19(土)21:00
#VRC夢枕
https://forms.gle/urxEXTgDJkt8ePaP9…",1.912452161e+18
#VRC夢枕,#VRC夢枕,,,21:00,,2025-04-16 21:00:00,,"━…━…━…━…━…━…━
膝枕イベント -夢枕-
04/20(日)20:55-22:00
━…━…━…━…━…━…━
事前応募を受付中！

応募期限04/19(土)18:00
当選者発表04/19(土)21:00
#VRC夢枕
https://forms.gle/urxEXTgDJkt8ePaP9…",1.912452161e+18
#にんげん牧場,#にんげん牧場,,,22:00,23:00,2025-01-26 22:00:00,2025-01-26 23:00:00,"#にんげん牧場 うしがら 
1/26 22:00〜23:00
          

本日のにんげんさんのラインナップです

のらねねこちゃん
しぐえもんちゃん
ふぃりあくん
おさばんちゃん
れぇずんちゃん
まぞのちゃん",1.883437161e+18
#アバター改変なんもわからん集会,#アバター改変なんもわからん集会,,Group Join・Join,22:00,,2025-04-09 22:00:00,,"第35回「アバター改変なんもわからん集会」  
日時：4月16日(水) 22:00開場  
内容：改変なんでも質問会  
想定技術Lv：なんもわからん  
参加方法：VRCグループへjoin  
※講師はいますが講演は行いません  
※スタッフが2つのインスタンスで参加者をサポートします 
#アバター改変なんもわからん集会",1.909928044e+18
#にんげん牧場,#にんげん牧場,,,22:00,23:00,2024-12-15 22:00:00,2024-12-15 23:00:00,"#にんげん牧場 うしがら 
12/15 22:00〜23:00
          

本日のにんげんさんのラインナップです

のらねねこちゃん
あきらくん
ふぃりあくん
しぐえもんちゃん
まぞのちゃん",1.868208772e+18
くまちゃんサンタコーデ,#ぽてくろ,抽選/予約等,抽選/予約等,17:00,,2024-12-04 17:00:00,,"#ぽてくろ

12/6 17時頃発売予定の「くまちゃんサンタコーデ」を抽選で3名様にプレゼント!

応募方法
①
@POTEKURO_info
をフォロー
②このツイートをRPで完了！
（＋引用RPで当選確率）
 
※応募期限は発売開始まで   

公開後抽選を行い当選者さんにDMを送らせて頂きます",1.864183158e+18
日本版GPS,,,Group Join,22:00,,2025-01-19 22:00:00,,"【イベント告知】
みちびき6号機 打ち上げ直前予習会
日時：1/24 (金) 22:00～
参加：kizta / VSP Group+ (YouTube配信あり)

「日本版GPS」とも呼ばれる、準天頂衛星システム「みちびき」はどのように社会の役に立っているのか、6号機が打ち上ると我々の生活がどう変わるのか、をお話致します。()",1.880923237e+18
不明,,フレンド申請,フレンド申請・リクイン,22:10,,2025-01-20 22:10:00,,"『join方式の変更』

第３回癒しなで開催日1月25日（土）より参加方法が変わります。
『ponchof』にフレンド申請の上PM22：10にリクインをお願いします。
フレンド申請先
https://vrchat.com/home/user/usr_e7fb5c43-0be1-4911-8261-af3ded6a5191…",1.881175064e+18
#VRC_庭,#VRC_SCREAM #VRC_庭,抽選/予約等,リクイン・抽選/予約等,23:00,,2025-04-11 23:00:00,,"SCREAM GARDEN
  4/18 (金) 23:00 ReqIn
 performer：やまみー 
= = = = = = = = = = = = 
#VRC_SCREAM #VRC_庭 闇の一族の宴にようこそ…

招待状プレゼント！このポストを引用で応募完了！Halloweenの世界で楽しむRP＆ライブステージテーマパークイベント",1.910528234e+18
#VRChat,#VRChat,,Group Join・抽選/予約等,21:30,22:30,2025-04-03 21:30:00,2025-04-03 22:30:00,"【イベント告知】
し～ぷかふぇ4月の営業日のお知らせメェ
4月13日4月27日（日）21：30～22：30
Groupにて開催です
事前にグループ申請してください 
https://vrc.group/IMONST.8796
そしてなんと新しいスタッフさんが増えます
みんな遊びにきてね

#VRChat
#し～ぷかふぇ",1.907931121e+18
#天文仮想研究所,#天文仮想研究所,,Group Join,22:00,,2024-12-27 22:00:00,,"【イベント告知】しぶんぎ座流星群をVRCで見よう！
 開催日：1月4日 (土) 22:00～ 
参加：Group+ インスタンス (VSP.9377) 
VRChat上の星空にYouTubeLIVEの流星を「位置を合わせて」投影します。現実の流星群を、バーチャル空間からLIVE観測しましょう。
 #天文仮想研究所()",1.872598303e+18
#VRC_Confession,#VRC_Confession,フレンド申請,Join・フレンド申請・抽選/予約等,23:00,,2025-03-09 23:00:00,,"今宵23時、懺悔室＆Bar「Confession」の扉が開きます
迷える子羊様のお越しをお待ちしています
【参加方法Join形式】 
▼Join先（事前にフレンド申請）
第1インスタンス：シリル＠
※お客様の数が定員に達し次第Joinを締め切るのでご注意ください
#VRC_Confession",1.898646267e+18
